customer_id,customer_name,region,country,signup_date
8685037,Mia Petrovic,Europe,UK,2023-05-27
7731771,Sara Novak,South America,Brazil,2023-12-22
7701664,Luka Petrovic,Europe,Spain,2025-12-12
1364414,Mia Petrovic,Europe,UK,2024-09-09
6522554,Sara Garcia,Europe,UK,2025-08-17
7872957,Luka Kowalski,North America,USA,2024-09-11
6651188,Mia Petrovic,Europe,Germany,2023-06-15
2593937,Sofia Kowalski,Asia,Vietnam,2023-06-29
9299427,Liam Novak,Europe,Italy,2023-10-02
9668625,Sara Garcia,Europe,Spain,2024-08-09
4521759,Mark Petrovic,Asia,Japan,2023-07-10
8120860,Noah Kowalski,Asia,Indonesia,2023-09-07
6908271,Ivan Petrovic,Europe,Serbia,2023-03-19
6543955,Sara Novak,Europe,Poland,2023-08-06
2007159,Liam Petrovic,Europe,UK,2024-06-20
7706918,Ana Rossi,Europe,Poland,2025-02-04
3901946,Olivia Smith,North America,Canada,2024-09-27
1176419,Emma Johnson,Europe,France,2024-03-14
5480437,Mia Popovic,Europe,France,2025-04-23
5230777,Ivan Popovic,Europe,Serbia,2023-07-10
3191090,Sara Garcia,Asia,India,2023-09-01
6603819,Mark Garcia,Europe,Poland,2023-03-03
7956210,Liam Kowalski,Europe,Poland,2023-05-22
8984994,Olivia Petrovic,Europe,Spain,2025-06-14
9102014,Sofia Smith,Europe,France,2024-07-01
6683223,Ivan Popovic,Europe,Poland,2025-06-26
1197199,Sofia Novak,Asia,Japan,2023-05-21
1629071,Ana Kowalski,Europe,Germany,2023-09-16
4688825,Ana Garcia,Europe,France,2023-04-17
3027361,Olivia Garcia,Europe,Serbia,2024-08-13
5507101,Noah Petrovic,Europe,France,2025-01-26
6479668,Sofia Petrovic,Europe,France,2025-03-27
1298434,Emma Kowalski,Asia,Japan,2025-05-14
4510199,Olivia Petrovic,Europe,Spain,2025-04-21
8669479,Sara Novak,Europe,Italy,2023-08-11
9639285,Ivan Popovic,Europe,Germany,2023-12-04
5645769,Noah Kowalski,Asia,India,2024-07-01
7198079,Luka Johnson,North America,USA,2024-08-20
2325198,Noah Popovic,North America,Canada,2025-04-01
4148288,Liam Petrovic,North America,Canada,2023-09-04
1191145,Emma Garcia,North America,Canada,2024-05-25
2603776,Sara Kowalski,Europe,Italy,2023-06-20
3614343,Emma Garcia,North America,Canada,2025-10-22
6536203,Liam Popovic,Asia,Indonesia,2024-12-20
4680993,Olivia Novak,North America,Canada,2025-05-31
8775634,Sara Rossi,Europe,Italy,2025-12-30
4462329,Noah Smith,Europe,France,2023-06-03
3865173,Sara Novak,North America,Canada,2024-09-28
6191677,Liam Novak,Europe,Spain,2024-04-09
2414020,Emma Garcia,Asia,Indonesia,2025-08-02
7996754,Ana Rossi,Europe,Poland,2023-08-21
9754364,Emma Rossi,Europe,Italy,2023-01-01
3235607,Sofia Smith,Europe,UK,2025-04-06
2812877,Emma Popovic,Asia,Japan,2025-03-13
1474868,Sofia Rossi,Asia,Vietnam,2023-01-14
5544522,Luka Johnson,Europe,Germany,2024-03-11
8038640,Sara Novak,North America,USA,2023-04-25
1746235,Ivan Novak,North America,Canada,2025-10-09
4108116,Emma Johnson,South America,Brazil,2024-10-20
9613863,Mark Rossi,Europe,France,2025-07-13
4881475,Noah Johnson,South America,Argentina,2023-11-22
8898206,Sara Petrovic,Africa,South Africa,2025-02-09
6725494,Mark Kowalski,North America,USA,2023-10-15
6763948,Luka Johnson,South America,Argentina,2023-01-09
6828616,Sara Rossi,Asia,India,2024-01-11
6332106,Noah Rossi,Europe,Spain,2024-05-16
9047903,Sofia Novak,Europe,UK,2025-01-31
5284055,Olivia Smith,North America,Canada,2024-03-15
9192584,Ana Garcia,North America,USA,2025-02-17
6486709,Liam Popovic,South America,Brazil,2023-12-12
5196018,Sofia Rossi,Asia,India,2024-11-16
1615983,Luka Smith,Europe,Poland,2023-12-02
9220915,Mark Petrovic,Europe,Germany,2025-09-10
3235300,Ana Kowalski,South America,Brazil,2025-05-24
1365309,Ivan Novak,Europe,Spain,2023-05-16
9064455,Ana Smith,Africa,South Africa,2025-12-29
7143605,Liam Garcia,North America,Canada,2024-01-22
5258943,Mia Novak,North America,USA,2023-03-16
8820145,Olivia Garcia,North America,Canada,2024-07-13
4334204,Emma Novak,Europe,UK,2024-12-30
7166326,Sara Kowalski,Asia,Vietnam,2023-05-20
5590830,Luka Novak,Asia,Vietnam,2025-02-03
9594862,Ana Rossi,Asia,Vietnam,2025-09-07
7709644,Sofia Johnson,North America,Canada,2024-06-10
6101407,Mia Petrovic,Asia,Indonesia,2024-03-28
4662369,Olivia Novak,South America,Argentina,2025-09-29
1909118,Noah Smith,North America,Canada,2024-06-13
7893064,Sofia Smith,Europe,France,2023-08-07
2083041,Sara Novak,Asia,India,2023-03-06
9538950,Emma Petrovic,Europe,France,2024-09-17
9930040,Ivan Smith,Europe,UK,2024-09-20
6009775,Noah Johnson,Europe,Serbia,2025-01-06
9096637,Noah Smith,Europe,Serbia,2025-10-03
2522000,Luka Popovic,Europe,Spain,2025-10-23
9550241,Sara Rossi,Asia,Japan,2025-04-28
9765137,Luka Garcia,Europe,Spain,2023-03-07
6454230,Mark Johnson,Europe,UK,2024-03-16
9207994,Emma Rossi,Europe,Serbia,2023-10-30
6334072,Emma Garcia,Europe,Spain,2024-10-14
6697697,Noah Kowalski,Europe,UK,2025-01-20
7041128,Ana Popovic,North America,USA,2023-05-12
4039374,Luka Novak,Europe,UK,2024-08-17
2309762,Mia Smith,Europe,Spain,2024-11-10
3925067,Ana Garcia,Europe,Italy,2025-05-01
5319967,Liam Garcia,North America,USA,2023-08-31
9858251,Ana Garcia,Asia,India,2025-03-20
9733249,Sofia Novak,North America,USA,2023-12-31
7422797,Noah Kowalski,Asia,Japan,2024-12-29
2784495,Sara Garcia,Asia,India,2025-02-27
4604478,Noah Rossi,Europe,Poland,2025-09-20
1484455,Mark Garcia,Europe,Serbia,2023-06-29
8781431,Ivan Johnson,Europe,UK,2024-03-01
5041552,Mark Kowalski,Europe,Spain,2023-04-30
4517681,Ana Smith,Europe,Spain,2025-07-28
8197225,Liam Garcia,Europe,France,2023-10-03
9523401,Emma Kowalski,Europe,UK,2024-06-01
9834490,Liam Smith,Asia,Japan,2023-04-09
3122075,Ivan Smith,North America,USA,2025-04-08
9618145,Noah Garcia,Europe,Serbia,2024-05-22
4544661,Ivan Rossi,Europe,Poland,2024-08-25
5541304,Sara Popovic,Europe,Serbia,2023-08-09
9197072,Olivia Garcia,South America,Argentina,2025-05-20
3293628,Liam Kowalski,Europe,UK,2025-01-30
6465355,Mark Novak,Europe,France,2023-11-07
7102640,Sofia Garcia,Europe,Germany,2023-03-18
7576703,Liam Novak,Europe,Poland,2024-10-16
9937271,Luka Petrovic,Europe,Serbia,2024-04-24
4171791,Ivan Johnson,Europe,Spain,2024-08-18
3550015,Luka Petrovic,North America,Canada,2023-08-28
3568720,Luka Popovic,North America,Canada,2025-01-07
3415550,Ana Garcia,Asia,Japan,2024-07-27
3202121,Ivan Petrovic,Asia,Japan,2024-06-23
2024716,Sofia Rossi,North America,Canada,2025-04-20
1579214,Emma Popovic,North America,Canada,2025-07-19
5703780,Ivan Kowalski,North America,USA,2024-12-15
6022133,Ivan Popovic,Europe,Poland,2023-01-28
4002892,Ana Novak,Asia,India,2023-08-01
3335198,Mark Smith,Europe,France,2024-07-13
5488887,Olivia Garcia,Europe,Italy,2023-11-06
6983608,Sofia Novak,South America,Argentina,2025-06-20
3147305,Emma Kowalski,Europe,Germany,2023-10-10
8672123,Liam Novak,Africa,Egypt,2024-04-29
3823508,Ivan Novak,Asia,Indonesia,2024-11-29
4130159,Olivia Garcia,North America,Canada,2024-12-07
1899976,Mark Petrovic,Asia,Indonesia,2024-12-31
4114424,Ana Kowalski,North America,USA,2023-01-27
3581987,Noah Kowalski,Europe,France,2024-10-26
7944378,Luka Johnson,Europe,Poland,2024-08-10
9216512,Sofia Novak,Asia,India,2024-01-01
1486701,Liam Popovic,Europe,Serbia,2023-08-15
6044039,Mark Popovic,North America,Canada,2024-08-24
4706700,Mark Smith,Asia,Japan,2024-02-07
9633177,Noah Popovic,Europe,Italy,2025-05-25
7109537,Sofia Popovic,Asia,Japan,2024-10-05
2543320,Mark Popovic,Europe,Italy,2025-01-07
8812140,Mark Kowalski,Europe,Germany,2024-03-23
7824903,Olivia Garcia,Europe,Italy,2024-01-01
3600769,Sara Novak,North America,USA,2023-04-04
6444262,Noah Garcia,Europe,Germany,2024-09-19
3443532,Olivia Smith,Europe,Germany,2025-01-31
9526818,Sara Petrovic,Europe,Germany,2024-11-05
1675668,Luka Smith,South America,Brazil,2023-12-04
8899339,Mark Kowalski,North America,USA,2025-05-22
1126914,Ivan Garcia,North America,Canada,2025-02-18
1975917,Luka Garcia,North America,Canada,2023-01-17
2588064,Liam Smith,Asia,India,2023-07-13
6922794,Luka Johnson,Europe,Serbia,2024-08-31
5315564,Sara Johnson,Europe,Germany,2025-06-14
6515873,Mark Popovic,South America,Brazil,2024-08-07
1471235,Ivan Smith,Europe,Spain,2023-04-24
3748282,Ivan Novak,North America,USA,2023-08-24
9443358,Ivan Novak,North America,Canada,2025-07-24
4209933,Luka Popovic,Europe,UK,2023-02-22
2510852,Mia Popovic,North America,USA,2023-02-03
8094080,Olivia Johnson,Europe,Spain,2023-01-02
8266749,Sara Garcia,Europe,Spain,2024-10-02
4345975,Luka Kowalski,North America,USA,2023-04-03
3863352,Ana Rossi,North America,Canada,2025-04-11
5045335,Ivan Smith,Europe,UK,2023-05-12
4769051,Liam Popovic,Europe,Serbia,2024-04-26
9297302,Luka Garcia,North America,USA,2024-06-16
4568743,Emma Garcia,Europe,UK,2023-06-05
7246991,Sara Kowalski,Europe,France,2023-02-17
3659408,Olivia Smith,Europe,Italy,2023-02-10
9990266,Ivan Novak,Europe,Spain,2024-05-07
8079532,Ivan Rossi,Europe,Germany,2025-10-03
8099740,Sara Popovic,Europe,France,2023-07-25
8707230,Ana Novak,North America,USA,2025-06-05
7093336,Olivia Rossi,Europe,Italy,2025-02-19
4509476,Sofia Novak,North America,Canada,2025-08-13
6179249,Noah Smith,Europe,Germany,2024-02-26
8389971,Mark Smith,North America,Canada,2024-04-26
9083375,Mia Kowalski,Europe,Germany,2023-07-08
2539537,Noah Kowalski,Europe,Serbia,2025-11-29
4540890,Ivan Petrovic,North America,Canada,2025-07-19
4279047,Mia Kowalski,North America,Canada,2024-08-03
2943688,Noah Novak,Europe,Spain,2025-03-29
2322359,Emma Smith,Europe,France,2024-11-10
6938050,Mia Rossi,Europe,UK,2023-11-27
3651916,Sara Smith,South America,Argentina,2024-07-21
2931846,Noah Popovic,North America,Canada,2025-11-13
3887725,Emma Rossi,Europe,Germany,2024-02-13
4415301,Ivan Johnson,Europe,Germany,2025-12-08
8274380,Sara Garcia,Europe,Italy,2025-05-20
4175914,Noah Johnson,North America,Canada,2024-09-27
8178919,Sofia Smith,South America,Argentina,2023-07-28
1511735,Mark Garcia,Europe,Poland,2024-12-27
3430713,Sara Rossi,Europe,France,2024-02-07
5508565,Sara Rossi,Europe,Poland,2025-12-21
5817017,Mia Novak,Europe,France,2025-10-22
7127492,Sara Kowalski,Europe,Poland,2024-08-08
7682395,Sofia Rossi,Europe,Poland,2024-02-12
1159745,Luka Popovic,Europe,Italy,2025-07-10
8995592,Sofia Popovic,Europe,Spain,2023-04-08
9741223,Emma Garcia,North America,Canada,2025-08-28
8720943,Sofia Smith,Asia,India,2023-05-18
5581623,Sofia Kowalski,North America,USA,2024-02-10
6942204,Sofia Rossi,Asia,Japan,2023-07-01
9190157,Mark Smith,South America,Argentina,2023-07-25
3314374,Mia Smith,Europe,Poland,2025-05-31
2802926,Ana Smith,South America,Argentina,2023-02-22
3415788,Mia Garcia,Europe,Serbia,2023-01-14
4734464,Sofia Garcia,North America,USA,2023-11-16
7022931,Mark Smith,Europe,Germany,2025-08-18
8650692,Luka Rossi,Europe,Italy,2025-10-26
7331759,Noah Novak,Europe,Germany,2024-12-25
1809251,Ana Petrovic,South America,Brazil,2025-06-20
6473593,Liam Petrovic,Europe,Italy,2025-02-24
5275784,Mark Novak,South America,Argentina,2025-07-17
2322511,Olivia Johnson,Europe,Spain,2025-09-02
8734098,Sara Popovic,Asia,Japan,2024-10-11
8861121,Sara Garcia,Asia,Vietnam,2025-10-03
6803945,Noah Johnson,Europe,Spain,2023-02-26
9814702,Mark Rossi,North America,USA,2024-02-04
9897146,Ana Garcia,North America,USA,2024-06-05
2649391,Liam Johnson,Europe,UK,2024-03-30
5632460,Luka Petrovic,Europe,UK,2024-03-23
5978773,Emma Petrovic,Asia,India,2025-02-09
1624620,Sofia Rossi,Europe,Germany,2023-07-21
2351279,Emma Petrovic,Asia,India,2025-03-01
1702516,Liam Novak,Asia,Vietnam,2023-01-08
2178604,Noah Smith,Europe,UK,2025-01-04
9852288,Sara Rossi,Europe,UK,2024-05-09
8590653,Mark Johnson,Europe,UK,2025-01-29
2825314,Ivan Smith,North America,Canada,2025-01-04
7479933,Mia Popovic,South America,Argentina,2023-05-22
8666583,Olivia Kowalski,Europe,Poland,2023-04-07
9030089,Mark Petrovic,Europe,Spain,2023-07-14
1368534,Ana Garcia,Africa,Egypt,2023-01-24
3568646,Ana Kowalski,Europe,Italy,2025-05-29
6342084,Emma Rossi,North America,USA,2024-03-09
3253525,Sofia Kowalski,North America,USA,2024-03-09
1445994,Luka Kowalski,Asia,India,2025-12-05
2764176,Sofia Johnson,North America,Canada,2023-05-16
7573946,Ana Rossi,Europe,UK,2024-01-24
2541133,Luka Johnson,Europe,Spain,2023-06-09
3821510,Mia Novak,North America,Canada,2024-08-10
9971906,Ivan Smith,Asia,India,2024-09-09
5277321,Sofia Popovic,Asia,Vietnam,2025-01-30
1305940,Emma Popovic,Europe,Serbia,2024-05-11
1774931,Sofia Novak,North America,Canada,2023-05-30
2193284,Mia Novak,South America,Brazil,2024-11-12
9737793,Sofia Garcia,North America,Canada,2025-07-31
3007808,Liam Johnson,Europe,Germany,2023-11-03
6618915,Ana Novak,Europe,Spain,2025-04-18
3570821,Ivan Petrovic,Europe,UK,2025-12-18
6151153,Sara Rossi,Europe,Germany,2023-12-04
8898392,Olivia Petrovic,Europe,France,2025-04-02
5060217,Mark Novak,Europe,UK,2025-09-22
6406523,Sara Johnson,Europe,Spain,2025-08-21
8862948,Mia Novak,Asia,India,2025-10-04
5068994,Noah Kowalski,North America,Canada,2024-10-10
7711533,Mark Smith,Asia,Indonesia,2023-06-07
5000219,Olivia Garcia,Asia,Vietnam,2023-04-03
9624957,Emma Petrovic,Europe,France,2023-06-24
6244852,Olivia Smith,North America,Canada,2025-10-24
8027424,Mia Smith,South America,Brazil,2025-03-31
1692636,Mark Novak,North America,Canada,2025-07-20
9203288,Luka Novak,Europe,Serbia,2025-04-20
5181240,Olivia Petrovic,Europe,Poland,2023-10-01
4091809,Luka Johnson,Asia,Vietnam,2024-04-18
8357193,Mia Petrovic,Europe,Serbia,2025-02-27
4164236,Emma Johnson,Europe,Germany,2023-09-21
2907857,Olivia Novak,Asia,Japan,2025-05-16
8991168,Ivan Rossi,Europe,France,2024-02-26
7402502,Liam Kowalski,Europe,Italy,2024-02-24
9100660,Mia Smith,Europe,Spain,2023-08-01
9890482,Ivan Smith,North America,USA,2025-11-12
1274296,Sara Johnson,North America,Canada,2023-06-26
9371075,Liam Petrovic,North America,USA,2024-10-18
4666923,Olivia Novak,Europe,France,2023-03-22
7454546,Ivan Novak,Europe,Poland,2023-05-26
1571127,Sara Rossi,Asia,India,2024-05-02
9884161,Luka Johnson,Europe,Poland,2023-07-31
8808472,Mia Popovic,Europe,Germany,2025-05-30
3353643,Emma Popovic,North America,Canada,2025-10-03
5943781,Ana Rossi,South America,Argentina,2023-03-09
5043912,Ivan Rossi,Europe,Serbia,2023-10-13
9746793,Ana Petrovic,Europe,Germany,2023-12-15
6265969,Sara Popovic,North America,USA,2023-05-11
5484680,Mia Garcia,North America,Canada,2023-04-30
8242884,Ana Kowalski,Europe,Spain,2024-01-31
1441202,Noah Smith,Europe,Italy,2025-04-30
6930238,Noah Petrovic,Europe,Italy,2024-09-22
9724276,Mia Popovic,Europe,Spain,2023-11-02
3791061,Mark Kowalski,South America,Argentina,2025-06-30
9898227,Sara Johnson,Europe,Italy,2025-01-11
3049618,Mark Garcia,South America,Brazil,2023-07-19
7182184,Ivan Garcia,North America,Canada,2025-06-20
4637333,Ivan Rossi,South America,Argentina,2023-09-05
2274746,Ana Rossi,South America,Argentina,2024-06-04
3853179,Ivan Johnson,Europe,France,2025-08-29
8672003,Ivan Johnson,North America,USA,2025-11-06
7801489,Noah Kowalski,Europe,Italy,2023-12-27
2863262,Mia Smith,Europe,Spain,2025-10-03
2772651,Sofia Rossi,Europe,Germany,2025-01-29
7977919,Ana Popovic,Europe,Serbia,2023-05-20
7726268,Ivan Rossi,North America,Canada,2025-11-03
1096826,Noah Smith,Europe,Spain,2023-03-21
5098937,Ivan Smith,South America,Argentina,2025-05-27
4299127,Ana Kowalski,Europe,France,2025-09-10
1857531,Ivan Petrovic,South America,Argentina,2025-09-13
5407009,Mia Kowalski,Europe,Italy,2025-09-29
3835302,Ana Novak,North America,USA,2024-04-26
9803364,Ana Rossi,Europe,Serbia,2025-08-05
5469268,Noah Johnson,Europe,Poland,2025-01-09
7278681,Mark Petrovic,Asia,Vietnam,2025-01-08
2418549,Noah Novak,North America,Canada,2025-06-25
5284062,Ana Novak,North America,USA,2025-12-11
3812378,Emma Popovic,Europe,Germany,2024-09-28
1609760,Liam Garcia,Europe,Italy,2023-02-12
4666699,Liam Garcia,Europe,Germany,2023-07-14
2940945,Mark Johnson,Asia,India,2024-01-05
8506060,Ivan Kowalski,Europe,France,2025-01-30
1596825,Ivan Rossi,Europe,France,2024-05-25
6967134,Noah Garcia,North America,Canada,2024-07-11
8834573,Liam Kowalski,Europe,France,2024-03-10
9648467,Sara Petrovic,Europe,Serbia,2025-03-13
1581550,Mia Petrovic,South America,Brazil,2023-04-01
4187727,Ana Rossi,Europe,Germany,2023-06-14
9077566,Olivia Garcia,Europe,UK,2024-04-03
1788770,Emma Kowalski,South America,Brazil,2025-05-10
5887453,Sara Popovic,Europe,Poland,2025-01-10
2528230,Mia Petrovic,Europe,UK,2024-03-01
3824306,Olivia Novak,Africa,South Africa,2023-04-30
2099053,Mia Garcia,South America,Brazil,2025-08-21
5682900,Ivan Novak,Europe,Spain,2024-01-12
4432612,Sara Popovic,Asia,Vietnam,2024-05-01
1122521,Ana Smith,Europe,Italy,2024-10-11
5813396,Sofia Rossi,Europe,Germany,2024-02-04
1731566,Liam Garcia,North America,Canada,2025-04-24
8908490,Sofia Novak,Europe,Italy,2024-05-11
5351032,Olivia Garcia,Europe,France,2023-08-05
2196405,Mia Novak,South America,Brazil,2023-10-30
3811798,Sara Petrovic,North America,Canada,2025-03-29
9668672,Ivan Smith,Europe,France,2025-09-14
4992785,Mia Popovic,North America,Canada,2025-01-22
9309195,Mark Johnson,South America,Argentina,2025-03-03
1892934,Luka Novak,Europe,Spain,2024-03-12
6905789,Liam Popovic,South America,Brazil,2025-08-09
4830162,Ivan Rossi,Europe,Poland,2023-04-08
7593111,Sara Popovic,Europe,UK,2025-01-13
8785017,Olivia Kowalski,North America,Canada,2024-03-14
2467351,Sara Petrovic,Europe,UK,2025-10-05
5064904,Ivan Smith,Europe,Spain,2024-07-13
1527537,Mark Garcia,Europe,Spain,2025-10-17
1253851,Luka Kowalski,Asia,Japan,2023-09-09
7937478,Emma Rossi,Europe,France,2023-06-13
7473274,Sofia Kowalski,Europe,France,2023-06-18
2499444,Sara Petrovic,North America,USA,2023-12-16
8400983,Ana Novak,Europe,France,2025-01-11
3994236,Ana Novak,Europe,Spain,2023-07-03
3878513,Emma Smith,Europe,France,2023-09-23
4974284,Mark Petrovic,Europe,Germany,2025-05-18
3761347,Luka Smith,Asia,Japan,2023-08-29
4344762,Liam Garcia,North America,USA,2024-07-17
9469936,Olivia Petrovic,Europe,Serbia,2025-05-21
6655464,Sara Popovic,Europe,Germany,2025-03-09
7708034,Sofia Novak,Europe,Italy,2025-06-14
